,Count,discipline_title,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_location,game_name,game_season,game_year,top10,horizontal,vertical,top10C,Country_Rank,Year_Rank,Gender_Rank,Medal_Rank
19835,1,Art. Gymn.,"Individual All-Around, 4 Events Men",Men,BRONZE,Athlete,,https://olympics.com/en/athletes/william-merz,William Merz,USA,US,USA,United States,St. Louis 1904,Summer,1904,Artistic Gymnastics,4,1,USA,0.0,2,1,0
19838,1,Art. Gymn.,rope climbing men,Men,BRONZE,Athlete,,,Emil Voigt,USA,US,USA,United States,St. Louis 1904,Summer,1904,Artistic Gymnastics,4,1,USA,0.0,2,1,0
19841,1,Fencing,foil individual men,Men,BRONZE,Athlete,,,Charles Tatham,USA,US,USA,United States,St. Louis 1904,Summer,1904,Fencing,4,2,USA,0.0,2,1,0
19844,1,Fencing,stick single men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/william-grebe,William Grebe,USA,US,USA,United States,St. Louis 1904,Summer,1904,Fencing,4,2,USA,0.0,2,1,0
19847,1,Fencing,épée individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/albertson-van-zo-post,Albertson Van Zo Post,USA,US,USA,United States,St. Louis 1904,Summer,1904,Fencing,4,2,USA,0.0,2,1,0
19850,1,Fencing,sabre individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/albertson-van-zo-post,Albertson Van Zo Post,USA,US,USA,United States,St. Louis 1904,Summer,1904,Fencing,4,2,USA,0.0,2,1,0
19853,1,Diving,10m platform men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/frank-kehoe,Frank Kehoe,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,0
19856,1,Cycling Track,5 miles 8046m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/arthur-f-andrews,Arthur F. Andrews,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,0
19859,1,Cycling Track,1/3 mile 536m men,Men,BRONZE,Athlete,,,Teddy Billington,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,0
19862,1,Cycling Track,25 miles 40232m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/george-wiley,George Wiley,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,0
19865,1,Cycling Track,1 mile 1609m men,Men,BRONZE,Athlete,,,Teddy Billington,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,0
19868,1,Cycling Track,1/4 mile 402m men,Men,BRONZE,Athlete,,,Teddy Billington,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,0
19871,1,Cycling Track,1/2 mile 805m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/burton-downing,Burton Downing,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,0
19874,1,Cycling Track,2 miles 3218m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/marcus-hurley,Marcus Hurley,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,0
19877,1,Swimming,50y freestyle 4572m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/charles-daniels,Charles Daniels,USA,US,USA,United States,St. Louis 1904,Summer,1904,Swimming,2,1,USA,0.0,2,1,0
19880,1,Swimming,4x50y freestyle relay men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/leo-budd-goodwin,Leo Budd Goodwin,USA,US,USA,United States,St. Louis 1904,Summer,1904,Swimming,2,1,USA,0.0,2,1,0
19883,1,Swimming,400m breaststroke men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jam-handy,Jam Handy,USA,US,USA,United States,St. Louis 1904,Summer,1904,Swimming,2,1,USA,0.0,2,1,0
19901,1,Swimming,100m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/j-scott-leary,J. Scott Leary,USA,US,USA,United States,St. Louis 1904,Summer,1904,Swimming,2,1,USA,0.0,2,1,0
19907,1,Archery,double york round 100y  80y  60y men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/william-henry-thompson,William Henry Thompson,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,0
19913,1,Archery,double american round (60y - 50y - 40y) men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/william-henry-thompson,William Henry Thompson,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,0
3514,1,Golf,Team men,Men,SILVER,GameTeam,Trans-Mississippi Golf Association #2,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
3519,1,Rowing,Coxless Fours Men,Men,SILVER,GameTeam,Mound City Rowing Club #2,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Rowing,2,2,USA,0.0,2,1,1
3522,1,Tug of War,tug of war men,Men,SILVER,GameTeam,St. Louis Southwest Turnverein #1 #2,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
3525,1,Football,football men,Men,SILVER,GameTeam,Christian Brothers' College #1,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
3528,1,Art. Gymn.,"Team All-Around, Apparatus Work and Field Sports Men",Men,SILVER,GameTeam,"New York Turnverein, New York",,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Artistic Gymnastics,4,1,USA,0.0,2,1,1
3531,1,Fencing,foil team men,Men,SILVER,GameTeam,United States team,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Fencing,4,2,USA,0.0,2,1,1
3533,1,Swimming,4 x 50 yard Freestyle Relay Men,Men,SILVER,GameTeam,Chicago Athletic Association #2,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Swimming,2,1,USA,0.0,2,1,1
3536,1,Archery,Team Round Men,Men,SILVER,GameTeam,Cincinnati Archers,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
3540,1,Lacrosse,lacrosse men,Men,SILVER,GameTeam,St. Louis Amateur Athletic Association,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
3543,1,Water Polo,water polo men,Men,SILVER,GameTeam,Chicago Athletic Association #2,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
4464,1,Rowing,Coxless Pairs Men,Men,SILVER,GameTeam,Atalanta Boat Club #2,,"['John J.F. Mulcahy', 'Bill Varley']",USA,US,USA,United States,St. Louis 1904,Summer,1904,Rowing,2,2,USA,0.0,2,1,1
4468,1,Rowing,Double Sculls Men,Men,SILVER,GameTeam,Ravenswood Boat Club #2,,"['John Grey Hoben', 'Joseph Mcloughlin']",USA,US,USA,United States,St. Louis 1904,Summer,1904,Rowing,2,2,USA,0.0,2,1,1
5049,1,Tennis,doubles men,Men,SILVER,GameTeam,United States team #2,,"['Alphonzo Edward Bell', 'Robert Leroy']",USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19679,1,Athletics,100m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/john-nathaniel-cartmell,John Nathaniel Cartmell,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19682,1,Athletics,800m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/howard-valentine,Howard Valentine,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19685,1,Athletics,pole vault men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/leroy-samse,Leroy Samse,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19688,1,Athletics,200m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/john-nathaniel-cartmell,John Nathaniel Cartmell,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19691,1,Athletics,200m hurdles men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/frank-castleman,Frank Castleman,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19694,1,Athletics,400m hurdles men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/frank-waller,Frank Waller,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19697,1,Athletics,110m hurdles men,Men,SILVER,Athlete,,,Thad Shideler,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19700,1,Athletics,high jump men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/garrett-serviss,Garrett Serviss,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19703,1,Athletics,long jump men,Men,SILVER,Athlete,,,Dan Frank,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19706,1,Athletics,400m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/frank-waller,Frank Waller,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19709,1,Athletics,60m men,Men,SILVER,Athlete,,,Bill Hogenson,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19712,1,Athletics,56lb weight throw 254kg men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/john-joseph-flanagan,John Joseph Flanagan,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19715,1,Athletics,triple jump standing men,Men,SILVER,Athlete,,,Con King,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19718,1,Athletics,long jump standing men,Men,SILVER,Athlete,,,Con King,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19721,1,Athletics,shot put men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/william-wesley-coe,William Wesley Coe,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19724,1,Athletics,discus throw men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/ralph-rose,Ralph Rose,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19727,1,Athletics,hammer throw men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/john-dewitt,John Dewitt,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19730,1,Athletics,high jump standing men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/joseph-f-stadler,Joseph F. Stadler,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19736,1,Athletics,1500m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/william-frank-verner,William Frank Verner,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19739,1,Athletics,All-Around Championship Men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/adam-gunn,Adam Gunn,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19745,1,Athletics,triple jump men,Men,SILVER,Athlete,,,Fred Engelhardt,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,1
19748,1,Roque,Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/smith-o-streeter,Smith O. Streeter,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19751,1,Golf,Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/henri-chandler-egan,Henri Chandler Egan,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19755,1,Rowing,single sculls 1x men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/james-juvenal,James Juvenal,USA,US,USA,United States,St. Louis 1904,Summer,1904,Rowing,2,2,USA,0.0,2,1,1
19761,1,Wrestling,"Featherweight, Freestyle (≤135 pounds) Men",Men,SILVER,Athlete,,https://olympics.com/en/athletes/theodore-mclear,Theodore Mclear,USA,US,USA,United States,St. Louis 1904,Summer,1904,Wrestling,3,1,USA,0.0,2,1,1
19764,1,Wrestling,"Flyweight, Freestyle (≤115 pounds) Men",Men,SILVER,Athlete,,https://olympics.com/en/athletes/gustav-bauer,Gustav Bauer,USA,US,USA,United States,St. Louis 1904,Summer,1904,Wrestling,3,1,USA,0.0,2,1,1
19767,1,Wrestling,"Welterweight, Freestyle (≤158 pounds) Men",Men,SILVER,Athlete,,,Bill Beckman,USA,US,USA,United States,St. Louis 1904,Summer,1904,Wrestling,3,1,USA,0.0,2,1,1
19770,1,Wrestling,"Light-Flyweight, Freestyle (≤105 pounds) Men",Men,SILVER,Athlete,,https://olympics.com/en/athletes/john-hein,John Hein,USA,US,USA,United States,St. Louis 1904,Summer,1904,Wrestling,3,1,USA,0.0,2,1,1
19773,1,Wrestling,"Bantamweight, Freestyle (≤125 pounds) Men",Men,SILVER,Athlete,,,Gus Wester,USA,US,USA,United States,St. Louis 1904,Summer,1904,Wrestling,3,1,USA,0.0,2,1,1
19776,1,Wrestling,"Lightweight, Freestyle (≤145 pounds) Men",Men,SILVER,Athlete,,,Rudolph Tesiny,USA,US,USA,United States,St. Louis 1904,Summer,1904,Wrestling,3,1,USA,0.0,2,1,1
19779,1,Weightl.,heavyweight - two hand lift men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/oscar-paul-osthoff,Oscar Paul Osthoff,USA,US,USA,United States,St. Louis 1904,Summer,1904,Weightlifting,3,2,USA,0.0,2,1,1
19782,1,Weightl.,All-around Dumbbell contest men,Men,SILVER,Athlete,,,Fred Winter,USA,US,USA,United States,St. Louis 1904,Summer,1904,Weightlifting,3,2,USA,0.0,2,1,1
19785,1,Boxing,5216  567kg featherweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/frank-haller,Frank Haller,USA,US,USA,United States,St. Louis 1904,Summer,1904,Boxing,5,1,USA,0.0,2,1,1
19788,1,Boxing,7167kg heavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/charles-mayer,Charles Mayer,USA,US,USA,United States,St. Louis 1904,Summer,1904,Boxing,5,1,USA,0.0,2,1,1
19791,1,Boxing,6577  7167kg middleweight men,Men,SILVER,Athlete,,,Ben Spradling,USA,US,USA,United States,St. Louis 1904,Summer,1904,Boxing,5,1,USA,0.0,2,1,1
19793,1,Boxing,6124  6577kg welterweight men,Men,SILVER,Athlete,,,Harry Spanjer,USA,US,USA,United States,St. Louis 1904,Summer,1904,Boxing,5,1,USA,0.0,2,1,1
19796,1,Boxing,4763  5216kg bantamweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/george-finnegan,George Finnegan,USA,US,USA,United States,St. Louis 1904,Summer,1904,Boxing,5,1,USA,0.0,2,1,1
19798,1,Boxing,4763kg flyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/miles-burke,Miles Burke,USA,US,USA,United States,St. Louis 1904,Summer,1904,Boxing,5,1,USA,0.0,2,1,1
19800,1,Boxing,567  6124kg lightweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/russell-van-horn,Russell Van Horn,USA,US,USA,United States,St. Louis 1904,Summer,1904,Boxing,5,1,USA,0.0,2,1,1
19803,1,Tennis,Singles men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/robert-leroy,Robert Leroy,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19810,1,Art. Gymn.,pommel horse men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/george-eyser,George Eyser,USA,US,USA,United States,St. Louis 1904,Summer,1904,Artistic Gymnastics,4,1,USA,0.0,2,1,1
19819,1,Art. Gymn.,parallel bars men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/anton-heida,Anton Heida,USA,US,USA,United States,St. Louis 1904,Summer,1904,Artistic Gymnastics,4,1,USA,0.0,2,1,1
19822,1,Art. Gymn.,"Individual All-Around, Field Sports Men",Men,SILVER,Athlete,,https://olympics.com/en/athletes/john-grieb,John Grieb,USA,US,USA,United States,St. Louis 1904,Summer,1904,Artistic Gymnastics,4,1,USA,0.0,2,1,1
19825,1,Art. Gymn.,club swinging men,Men,SILVER,Athlete,,,Emil Voigt,USA,US,USA,United States,St. Louis 1904,Summer,1904,Artistic Gymnastics,4,1,USA,0.0,2,1,1
19831,1,Art. Gymn.,rings men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/william-merz,William Merz,USA,US,USA,United States,St. Louis 1904,Summer,1904,Artistic Gymnastics,4,1,USA,0.0,2,1,1
19834,1,Art. Gymn.,"Individual All-Around, 4 Events Men",Men,SILVER,Athlete,,https://olympics.com/en/athletes/george-eyser,George Eyser,USA,US,USA,United States,St. Louis 1904,Summer,1904,Artistic Gymnastics,4,1,USA,0.0,2,1,1
19837,1,Art. Gymn.,rope climbing men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/charles-krause,Charles Krause,USA,US,USA,United States,St. Louis 1904,Summer,1904,Artistic Gymnastics,4,1,USA,0.0,2,1,1
19840,1,Fencing,foil individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/albertson-van-zo-post,Albertson Van Zo Post,USA,US,USA,United States,St. Louis 1904,Summer,1904,Fencing,4,2,USA,0.0,2,1,1
19843,1,Fencing,stick single men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/william-scott-o-connor,William Scott O'Connor,USA,US,USA,United States,St. Louis 1904,Summer,1904,Fencing,4,2,USA,0.0,2,1,1
19846,1,Fencing,épée individual men,Men,SILVER,Athlete,,,Charles Tatham,USA,US,USA,United States,St. Louis 1904,Summer,1904,Fencing,4,2,USA,0.0,2,1,1
19849,1,Fencing,sabre individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/william-grebe,William Grebe,USA,US,USA,United States,St. Louis 1904,Summer,1904,Fencing,4,2,USA,0.0,2,1,1
19855,1,Cycling Track,5 miles 8046m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/george-wiley,George Wiley,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19858,1,Cycling Track,1/3 mile 536m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/burton-downing,Burton Downing,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19861,1,Cycling Track,25 miles 40232m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/arthur-f-andrews,Arthur F. Andrews,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19864,1,Cycling Track,1 mile 1609m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/burton-downing,Burton Downing,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19867,1,Cycling Track,1/4 mile 402m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/burton-downing,Burton Downing,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19870,1,Cycling Track,1/2 mile 805m men,Men,SILVER,Athlete,,,Teddy Billington,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19873,1,Cycling Track,2 miles 3218m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/oscar-goerke,Oscar Goerke,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19876,1,Swimming,50y freestyle 4572m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/j-scott-leary,J. Scott Leary,USA,US,USA,United States,St. Louis 1904,Summer,1904,Swimming,2,1,USA,0.0,2,1,1
19879,1,Swimming,4x50y freestyle relay men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/edgar-h-adams,Edgar H. Adams,USA,US,USA,United States,St. Louis 1904,Summer,1904,Swimming,2,1,USA,0.0,2,1,1
19900,1,Swimming,100m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/charles-daniels,Charles Daniels,USA,US,USA,United States,St. Louis 1904,Summer,1904,Swimming,2,1,USA,0.0,2,1,1
19906,1,Archery,double york round 100y  80y  60y men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/robert-williams-1,Robert Williams,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
19912,1,Archery,double american round (60y - 50y - 40y) men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/robert-williams-1,Robert Williams,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,1
3511,1,Athletics,4miles team men,Men,GOLD,GameTeam,New York Athletic Club,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,2
3513,1,Golf,Team men,Men,GOLD,GameTeam,Western Golf Association #1,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,2
3516,1,Rowing,Coxed Eights Men,Men,GOLD,GameTeam,Vesper Boat Club,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Rowing,2,2,USA,0.0,2,1,2
3518,1,Rowing,Coxless Fours Men,Men,GOLD,GameTeam,Century Boat Club #1,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Rowing,2,2,USA,0.0,2,1,2
3521,1,Tug of War,tug of war men,Men,GOLD,GameTeam,Milwaukee Athletic Club #1,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,2
3532,1,Swimming,4 x 50 yard Freestyle Relay Men,Men,GOLD,GameTeam,New York Athletic Club #1 #1,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Swimming,2,1,USA,0.0,2,1,2
3535,1,Archery,Team Round Men,Men,GOLD,GameTeam,Potomac Archers,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,2
3542,1,Water Polo,water polo men,Men,GOLD,GameTeam,New York Athletic Club #1,,,USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,2
4463,1,Rowing,Coxless Pairs Men,Men,GOLD,GameTeam,Seawanhaka Boat Club #1,,"['Robert Farnan', 'Joe Ryan']",USA,US,USA,United States,St. Louis 1904,Summer,1904,Rowing,2,2,USA,0.0,2,1,2
4467,1,Rowing,Double Sculls Men,Men,GOLD,GameTeam,Atalanta Boat Club #1,,"['John J.F. Mulcahy', 'Bill Varley']",USA,US,USA,United States,St. Louis 1904,Summer,1904,Rowing,2,2,USA,0.0,2,1,2
5034,1,Tennis,doubles men,Men,GOLD,GameTeam,United States team #1,,"['Edgar Welch Leonard', 'Beals Coleman Wright']",USA,US,USA,United States,St. Louis 1904,Summer,1904,Other,0,0,USA,0.0,2,1,2
19678,1,Athletics,100m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/archie-hahn,Archie Hahn,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,2
19681,1,Athletics,800m men,Men,GOLD,Athlete,,,Jim Lightbody,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,2
19684,1,Athletics,pole vault men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/charles-dvorak,Charles Dvorak,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,2
19687,1,Athletics,200m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/archie-hahn,Archie Hahn,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,2
19690,1,Athletics,200m hurdles men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/harry-hillman,Harry Hillman,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,2
19693,1,Athletics,400m hurdles men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/harry-hillman,Harry Hillman,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,2
19696,1,Athletics,110m hurdles men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/frederick-schule,Frederick Schule,USA,US,USA,United States,St. Louis 1904,Summer,1904,Athletics,1,1,USA,0.0,2,1,2
